Question;OptionA;OptionB;OptionC;OptionD;CorrectAnswer;Explanation
Your company wants to secure access to Microsoft 365 resources by enforcing policies that control under what conditions users can access cloud applications. You need to recommend a solution that allows you to enforce policies such as requiring multi-factor authentication when users sign in from outside the corporate network.;Mobile application protection policy.;Microsoft Azure AD Identity Protection.;Microsoft Azure AD Privileged Identity Management.;Microsoft Azure AD Conditional Access.;D;Microsoft Azure AD Conditional Access allows administrators to create and enforce policies based on conditions like user location device compliance and application sensitivity. By implementing conditional access policies you can require multi-factor authentication for users signing in from untrusted networks ensuring that only authorized users under specific conditions can access corporate resources.
Your company makes use of Microsoft 365 in their environment. You have been tasked with making sure that members of the Global Administrators group are protected. The feature you use should achieve this by making use of dynamic risk profiles. Which of the following is a feature you should use?;Mobile application protection policy.;Device configuration policy.;Microsoft Azure AD Privilege Identity Protection.;Microsoft Azure AD Conditional Access.;C;Microsoft Azure AD Privileged Identity Management (PIM) allows management of access for roles with elevated privileges like Global Administrators. PIM incorporates dynamic risk profiles for better security including just-in-time access.
Is using password hash synchronization with single sign-on sufficient for enabling smart card authentication in a hybrid Microsoft 365 environment?;Yes;No;Requires MFA;Not supported in any hybrid model;B;Password hash synchronization (PHS) combined with single sign-on (SSO) is primarily designed for cloud-only scenarios and does not support smart card authentication which is better handled through Active Directory Federation Services (ADFS). For hybrid identity solutions requiring smart card use configuring ADFS is essential as it provides the necessary federated identity capabilities.
If an organization wants to utilize smart card authentication for their staff what is the recommended approach in a hybrid configuration?;Implement password hash synchronization;Utilize ADFS;Use Azure AD Join;Choose only cloud identity;B;To ensure smart card authentication is available organizations must utilize ADFS in a hybrid environment. This allows for the integration of external identity providers that support smart card authentication unlike password hash synchronization which limits capabilities to cloud authentication only.
Can a company achieve smart card authentication with only password hash synchronization and single sign-on?;Yes it's adequate;No it requires ADFS;Yes but only in cloud;Not feasible in any scenario;B;The correct configuration for supporting smart card authentication in Microsoft 365 is through Active Directory Federation Services (ADFS). Password hash synchronization does not provide the required support for smart card-based logins as it is not designed for hybrid environments with complex authentication needs.
Does configuring pass-through authentication and single sign-on fulfill the requirement for smart card authentication in a hybrid Microsoft 365 setup?;Yes;No;Only for Azure;Requires Azure AD Connect;B;While pass-through authentication (PTallows users to sign in without needing to enter passwords again it does not support smart card authentication. Smart card support typically requires a federated authentication solution like Active Directory Federation Services (ADFS) which can handle external identity providers and advanced authentication methods.
Is pass-through authentication suitable for scenarios where smart card authentication is necessary for Microsoft 365?;Yes it is sufficient;No ADFS is required;Only for mobile devices;Not supported in hybrid;B;For organizations needing to implement smart card authentication pass-through authentication alone does not provide the required capability. ADFS is necessary as it integrates with external identity providers to support smart cards ensuring secure and compliant authentication for users.
If a company wishes to implement smart card authentication in a hybrid configuration what is the correct authentication method to use?;Use pass-through authentication;Deploy ADFS;Rely solely on Azure AD;Implement MFA only;B;To effectively support smart card authentication within a hybrid Microsoft 365 environment deploying Active Directory Federation Services (ADFS) is essential. PTA (Pass-Through Authentication) does not provide the needed federated identity capabilities making it inadequate for this requirement.
Does configuring Active Directory Federation Services (ADFS) enable the use of smart cards for authentication in a Microsoft 365 hybrid setup?;Yes;No;Only for cloud-only deployments;Only for non-Microsoft applications;A;Active Directory Federation Services (ADFS) provides the necessary infrastructure to support smart card authentication in a hybrid Microsoft 365 environment facilitating secure access for users by allowing smart card-based single sign-on (SSO) capabilities that enhance overall security measures within the organization.
Is Active Directory Federation Services (ADFS) the appropriate solution for enabling smart card authentication in a hybrid Microsoft 365 deployment?;Yes it is the best option;No PTA is sufficient;Only for on-premises applications;Only with third-party identity providers;A;ADFS is recognized as a robust solution for hybrid identity management especially when it comes to supporting smart card authentication. By implementing ADFS organizations can leverage federated identity services which are crucial for maintaining secure and efficient user access to Microsoft 365 resources.
Can a hybrid configuration of Microsoft 365 use ADFS to provide secure smart card authentication?;Yes it can;No it cannot;Only for specific user roles;Only for temporary access;A;Active Directory Federation Services (ADFS) is specifically designed to facilitate secure smart card authentication in hybrid deployments of Microsoft 365. This capability is essential for organizations aiming to implement strong authentication measures ensuring that users can effectively access cloud services with their smart cards while maintaining compliance with security protocols.
If not using ADFS which alternative authentication method is not suitable for enabling smart card authentication in Microsoft 365?;Yes it can;No it cannot;Using basic username/password authentication;Using SMS-based verification;C;While it is essential to ensure proper authentication methods using basic username/password authentication does not support smart card functionality. Smart cards require specialized authentication solutions like ADFS to function correctly within the Microsoft 365 environment.
Can a user authenticate to Microsoft 365 without ADFS and still use smart card authentication?;Yes it is possible;No ADFS is mandatory;Using third-party identity providers;Using only Windows Hello for Business;B;Active Directory Federation Services (ADFS) is a mandatory requirement for implementing smart card authentication in a Microsoft 365 hybrid environment. Other methods such as using Windows Hello for Business do not provide the necessary federated authentication that smart cards require.
Is it feasible to utilize smart cards for authentication in Microsoft 365 without ADFS in a hybrid environment?;Yes it is feasible;No it is not feasible;Only in limited scenarios;Only if user roles are predefined;B;Using smart cards for authentication in a hybrid Microsoft 365 setup without ADFS is not feasible as ADFS provides the required federated identity management essential for supporting advanced authentication methods like smart cards.
When establishing compliance with GDPR for employee data requests is it necessary to create a GDPR assessment to retrieve personal data?;Applications that function without any specific or further access controls apart from Intune;Create a mobile application protection policy (Intune);Establish a device configuration policy;Initiate a data subject request case;D;Creating a "data subject request case" is essential for effectively managing requests from employees regarding their personal data under GDPR guidelines. This process ensures that organizations can appropriately assess and respond to requests for access correction or deletion of personal data aligning with the rights granted by the regulation. The GDPR law that aligns to this use case is - **Data Access**: Provide the data subject with access to their personal data held by the organization. This aspect of GDPR directly relates to managing employee data requests and ensuring compliance when retrieving personal data.
Is it accurate to say that creating a GDPR assessment is the correct procedure to handle employee requests for personal data under GDPR?;Applications that function without any specific or further access controls apart from Intune;Implement a mobile application protection policy (Intune);Configure a device management policy;Set up a data subject request case;D;According to GDPR guidelines the correct action when an employee requests access to their personal data is to set up a "data subject request case." This allows for the formal processing of such requests ensuring compliance with legal obligations while facilitating a clear path for data access and management.
To comply with GDPR when an employee requests their personal data should an organization only focus on creating a GDPR assessment?;Applications that function without any specific or further access controls apart from Intune;Only establish mobile application protections;Focus on device configuration policies;Utilize a Data Subject Request (DSR) case;D;Focusing solely on creating a GDPR assessment is inadequate for compliance. Instead organizations must initiate a "data subject request case" to appropriately handle employee requests for their personal data. This practice is crucial for maintaining GDPR compliance and safeguarding employee rights. Also, remember what DSR checks regarding GDPR compliance checklist, which is: **Data Subject Request (DSR)** under GDPR European Union's Law.
As a Microsoft 365 administrator you need to ensure that employees cannot transfer corporate information to their personal OneDrive. Is using Intune App Protection adequate for this task?;Applications that function without any specific or further access controls apart from Intune;Implement Information Rights Management;Leverage Microsoft Azure AD Privilege Identity Protection;Utilize Microsoft Azure AD Identity Protection;A;Using Intune App Protection Policies is indeed sufficient for preventing employees from copying corporate data to their personal OneDrive folders. These policies can restrict data movement between applications thereby ensuring corporate information remains secure and is not transferred to unauthorized storage locations.
To safeguard corporate data from being copied to personal storage by employees is it sufficient to solely rely on Intune App Protection Policies?;Applications that function without any specific or further access controls apart from Intune;Deploy Information Rights Management to restrict data sharing;Use Microsoft Azure AD Privilege Identity Protection as a control mechanism;Implement Microsoft Azure AD Identity Protection for enhanced security;A;Relying on Intune App Protection Policies alone is correct in this context. These policies effectively manage and enforce rules around data sharing and movement making it clear that corporate data should not be copied to personal devices or cloud services like OneDrive.
In a scenario where employees have access to corporate information from personal devices does creating an Intune App Protection policy alone prevent the copying of this information to personal cloud services?;Applications that function without any specific or further access controls apart from Intune;Establish a policy using Information Rights Management for data protection;Utilize Azure AD Privilege Identity Protection to enforce restrictions;Apply Azure AD Identity Protection for access management;A;The use of Intune App Protection Policies is confirmed to be effective in restricting the movement of corporate data to personal OneDrive folders thereby maintaining compliance and protecting sensitive information.
To successfully implement Microsoft Azure Information Protection alongside your existing Microsoft Office 365 ProPlus subscription which step is necessary to ensure access to the advanced features needed for effective document protection?;Add an Azure subscription to your Microsoft 365 tenant;Install the Azure Information Protection client;Create a custom Azure Information Protection policy with the Confidential label;Enable the default Azure Information Protection policy;A;Adding an Azure subscription to your Microsoft 365 tenant is essential because it unlocks the advanced security capabilities and compliance tools necessary for Azure Information Protection to function effectively within your organization allowing you to classify and protect sensitive documents seamlessly.
In order to enhance the security posture of your Microsoft Office 365 ProPlus environment which action should you prioritize to effectively utilize built-in protective measures for your documents?;Add an Azure subscription to your Microsoft 365 tenant;Enable the default Microsoft Azure AD Privilege Identity Protection policy;Install the Azure Information Protection client;Enable the default Azure Information Protection policy;D;Enabling the default Azure Information Protection policy is crucial as it establishes a baseline for protecting sensitive information across all Microsoft 365 applications ensuring that all documents are automatically classified and safeguarded in accordance with organizational compliance standards.
As part of your strategy to tailor document protection measures for sensitive information in your organization what should you do to create a customized security framework that addresses specific compliance needs?;Add an Azure subscription to your Microsoft 365 tenant;Enable the default Microsoft Azure AD Privilege Identity Protection policy;Install the Azure Information Protection client;Create a custom Azure Information Protection policy with the Confidential label;D;Creating a custom Azure Information Protection policy with the Confidential label is vital for organizations that handle sensitive data as it allows for specific classification and protection rules tailored to the unique requirements of your business ensuring comprehensive security and compliance across all documentation.
Your organization is preparing to comply with the General Data Protection Regulation (GDPR) by addressing data subject requests (DSRs) for customer information inside written exchanged communications. You need to utilize the Content Search eDiscovery tool to identify relevant data within your Microsoft 365 environment. Which of the following applications can be effectively searched using this tool?;Microsoft PowerApps;Microsoft Outlook;Microsoft Access;Microsoft SharePoint Online;B;The Content Search eDiscovery tool in Microsoft 365 allows you to search for data across various applications specifically targeting email data and documents stored in Outlook & Exchange Online. These applications are essential for locating customer information when responding to data subject requests under GDPR as they contain valuable user-generated content and communications relevant to compliance efforts.
Your organization is preparing to comply with the General Data Protection Regulation (GDPR) by addressing data subject requests (DSRs) for customer information on content sharing and internal websites. You need to utilize the Content Search eDiscovery tool to identify relevant data within your Microsoft 365 environment. Which of the following applications can be effectively searched using this tool?;Microsoft PowerApps;Microsoft Outlook;Microsoft Access;Microsoft SharePoint Online;D;The Content Search eDiscovery tool in Microsoft 365 allows you to search for data across various applications specifically targeting email data and documents stored in SharePoint Online. These applications are essential for locating customer information when responding to data subject requests under GDPR as they contain valuable user-generated content and communications relevant to compliance efforts.
As part of your GDPR compliance strategy you need to search for customer information across your organization's Microsoft 365 ecosystem following a data subject request. Which written communication applications are compatible with the Content Search eDiscovery method for this purpose?;Microsoft PowerApps;Microsoft Outlook;Microsoft Access;Microsoft SharePoint Online;B;Using Content Search eDiscovery you can efficiently locate customer-related data within Microsoft Outlook where email communications often hold critical information. Additionally Microsoft SharePoint Online is also searchable providing access to documents and data shared within your organization. Both applications are pivotal in ensuring your company can respond effectively to DSRs while adhering to GDPR requirements. This was focused on 'e-mail written communication' so that's why 'B' is the correct answer here. 
As part of your GDPR compliance strategy you need to search for customer information across your organization's Microsoft 365 ecosystem following a data subject request. Which content sharing applications are compatible with the Content Search eDiscovery method for this purpose?;Microsoft PowerApps;Microsoft Outlook;Microsoft Access;Microsoft SharePoint Online;D;Using Content Search eDiscovery you can efficiently locate customer-related data within Microsoft Outlook where email communications often hold critical information. Additionally Microsoft SharePoint Online is also searchable providing access to documents and data shared within your organization. Both applications are pivotal in ensuring your company can respond effectively to DSRs while adhering to GDPR requirements. This question was focused on 'content sharing' and not on 'email communications' that's why 'D' is the correct answer here 
To respond adequately to a customer's request for data deletion in compliance with GDPR you need to identify where this information resides within your Microsoft 365 applications. Which applications should you target using the Content Search eDiscovery tool targetting written communications?;Microsoft PowerApps;Microsoft Outlook;Microsoft Access;Microsoft SharePoint Online;B;In order to comply with GDPR and address customer data deletion requests accurately it's crucial to utilize Content Search eDiscovery to search Microsoft Outlook for relevant emails and Microsoft SharePoint Online for documents that may contain sensitive customer information. This process ensures that your organization can efficiently manage Data Subject Requests (DSRs) and uphold regulatory compliance. The GDPD law in which you're complaint here is: - '**Data Erasure (Right to be Forgotten)**: This principle allows individuals to request the deletion of their personal data when it is no longer necessary for the purposes for which it was collected or if they withdraw consent.'
You are responsible for implementing a data governance strategy that allows for classification of data within your organization. This strategy also requires that these classifications can be enforced through specific policies and actions. Which of the following should you include in your strategy?;Apply Microsoft SharePoint permissions.;Publish labels.;Configure Microsoft Outlook Mail Tips.;Apply supervision policies.;B;Publishing labels is essential as it allows for the classification of data based on sensitivity and compliance requirements. Supervision policies enable monitoring and enforcement of these classifications ensuring that regulatory compliance and internal governance standards are met.
In developing a robust data governance framework that emphasizes monitoring & enforcement which element is critical to include?;Apply Microsoft SharePoint permissions.;Publish labels.;Configure Microsoft Outlook Mail Tips.;Apply supervision policies.;D;Supervision policies are vital for monitoring email communications and team interactions ensuring that data governance policies are adhered to while also supporting compliance requirements. Publishing labels plays a crucial role in classifying data appropriately allowing organizations to apply necessary protections to sensitive information.
In developing a robust data governance framework that emphasizes data classification which element is critical to include?;Apply Microsoft SharePoint permissions.;Publish labels.;Configure Microsoft Outlook Mail Tips.;Apply supervision policies.;B;Supervision policies are vital for monitoring email communications and team interactions ensuring that data governance policies are adhered to while also supporting compliance requirements. Publishing labels plays a crucial role in classifying data appropriately allowing organizations to apply necessary protections to sensitive information.
When configuring a comprehensive data governance strategy it is necessary to establish mechanisms for both classifying and enforcing data handling practices. What should be included in your approach?;Apply Microsoft SharePoint permissions.;Publish labels.;Configure Microsoft Outlook Mail Tips.;Apply supervision policies.;B;Publishing labels allows organizations to define and communicate data sensitivity levels across various platforms. These classifications are essential for effective data governance and compliance. Supervision policies help enforce these classifications by monitoring data usage and flagging any compliance violations making them integral to your strategy.
Your company has a Microsoft Office 365 subscription. As an administrator for this subscription, you are required to configure the use of a cloud security feature that allows for emails and documents to be classified and labeled. Which of the following is the feature you should use?;Microsoft Azure Information Protection;Microsoft Azure AD Identity Protection;Microsoft Azure AD Privilege Identity Protection;Intune App Protection;A;Microsoft Azure Information Protection is designed to help organizations classify and label data based on sensitivity. By implementing this feature, you can establish policies that automatically or manually label emails and documents according to predefined criteria. This ensures that sensitive information is protected and complies with organizational policies for data handling. 
After acquiring a Microsoft 365 E5 subscription, you are tasked with applying security features. You are currently configuring a security feature that allows you to control how a Microsoft support engineer accesses information during a help session. Which of the following is the feature you are configuring?;Customer Lockbox;Data Governance;Data Loss Prevention;Microsoft Office 365 Advanced Threat Protection;A;Customer Lockbox is a feature that gives organizations control over access to their data during a Microsoft support session. It requires explicit approval for Microsoft engineers to access data, thereby adding a layer of security that is crucial for protecting sensitive organizational information during troubleshooting, maintaining compliance with privacy regulations, and enhancing trust in Microsoft’s support practices. 
After acquiring a Microsoft 365 E5 subscription, you are tasked with applying security features. You are currently configuring a security feature that allows you to protect against unidentified malware, viruses, and malicious URLs. Which of the following is the feature you are configuring?;Microsoft Azure AD Identity Protection;Data Governance;Microsoft Azure AD Conditional Access;Microsoft Office 365 Advanced Threat Protection;D;Microsoft Office 365 Advanced Threat Protection is a vital security feature tailored to identify and mitigate threats related to malware, viruses, and malicious URLs. This tool uses advanced algorithms and machine learning to analyze and protect email and software applications, ensuring that users are safeguarded from cyber threats while maintaining the integrity of their communications and operations within the Microsoft 365 ecosystem. 
You have been tasked with acquiring Microsoft 365 Enterprise licenses for your organization. You should contact a Cloud Solution Provider (CSP). Select an Application that function without any specific access controls if the underlined segment is accurate.;Applications that function without any specific or further access controls apart from Intune;contact a Cloud Solution Provider (CSP) or use a company credit card via the Microsoft website;subscribe to an existing Hybrid License or visit a Microsoft retail store to apply for it;use a company credit card via the Microsoft website or visit a Microsoft retail store;B;The accurate segment is that purchasing Microsoft 365 Enterprise licenses can indeed involve multiple paths, including contacting a Cloud Solution Provider (CSP) or procuring through a Microsoft Enterprise Agreement (EA). These options facilitate better pricing and support tailored for large-scale deployments. CSPs provide additional flexibility for custom licensing needs, while EAs offer comprehensive service management tools and agreements for businesses looking to scale their Microsoft 365 services efficiently. 
You have been tasked with acquiring Microsoft 365 Enterprise licenses for your organization. You should subscribe to a Microsoft Enterprise Agreement (EA). Select an Application that function without any specific access controls if the underlined segment is accurate.;Applications that function without any specific or further access controls apart from Intune;contact a Cloud Solution Provider (CSP) or use a company credit card via the Microsoft website;subscribe to a Microsoft Enterprise Agreement (Eor visit a Microsoft retail store;use a company credit card via the Microsoft website or visit a Microsoft retail store;C;The accurate segment is that purchasing Microsoft 365 Enterprise licenses can indeed involve multiple paths, including contacting a Cloud Solution Provider (CSP) or procuring through a Microsoft Enterprise Agreement (EA). These options facilitate better pricing and support tailored for large-scale deployments. CSPs provide additional flexibility for custom licensing needs, while EAs offer comprehensive service management tools and agreements for businesses looking to scale their Microsoft 365 services efficiently. 
Your company has a Microsoft 365 subscription. After a Microsoft 365 outage, the Service Health Dashboard indicates no issues with the service. You check the Service Health Dashboard and observe that the service is healthy. You then access the Post-Incident Review (PIR). Which of the following is the maximum time, after an incident has been resolved, that you have to wait for a preliminary Post-Incident Review (PIR) to be delivered via your Service Health Dashboard?;12 hours;24 hours;48 hours;5 business days;C;After resolving a service incident, Microsoft commits to delivering a preliminary Post-Incident Review (PIR) within a maximum timeframe of 48 hours. This review is critical as it provides detailed insights into the incident, including the causes, impacts, and steps taken to mitigate future occurrences. Understanding this timeline is essential for organizations to manage their service expectations and maintain transparency with their stakeholders regarding service reliability and continuous improvement processes. Also, notice that despite of the Production outage, the Service Health Dashboard didn't catch anything, so here we need no more than 48 hrs for the PIR to tell us why our 'Observability' failed miserably.
Your company is changing their existing IT environment to Microsoft 365, in terms of billing. Which of the following are benefits of the change?;Predictable Microsoft licensing costs;Decreased service scalability;Increased service scalability;Decreased on-premises infrastructure maintenance;A;Transitioning to Microsoft 365 offers several benefits, including predictable Microsoft licensing costs, increased service scalability, and decreased on-premises infrastructure maintenance. By moving to a cloud-based environment, organizations can optimize operational efficiency, reduce the burden of managing physical hardware, and leverage the scalability of cloud services to adapt to changing business needs without significant capital expenditure. 
Your company is changing their existing IT environment to Microsoft 365, in terms of QoS (Quality of Service). Which of the following are benefits of the change?;Predictable Microsoft licensing costs;Decreased service scalability;Increased service scalability;Decreased on-premises infrastructure maintenance;C;Transitioning to Microsoft 365 offers several benefits, including predictable Microsoft licensing costs, increased service scalability, and decreased on-premises infrastructure maintenance. By moving to a cloud-based environment, organizations can optimize operational efficiency, reduce the burden of managing physical hardware, and leverage the scalability of cloud services to adapt to changing business needs without significant capital expenditure. 
Your company has a Microsoft Office 365 subscription. As an administrator for this subscription, you have been tasked with acquiring added licenses. You do, however, need to be assigned the necessary admin role focused primarily on managing the financial aspects. Which of the following are admin roles that could achieve your goal?;Billing Admin role;User Admin role;Global Admin role;Helpdesk Admin role;A;In the context of managing an Office 365 subscription, the relevant admin roles for acquiring added licenses include the Billing Admin role and the Global Admin role. These roles are essential as they grant the necessary permissions to manage subscriptions, licenses, and billing easily. Without these roles, the administrator would face significant hurdles in executing tasks that relate to subscription management and expanding user capabilities within the Microsoft 365 environment. '''Billing Admin:''' ***Scope:*** Focuses primarily on managing the financial aspects of the Microsoft 365 subscription. ***Responsibilities:*** - Manages subscription plans, purchases, renewals, and cancellations. - Handles billing information, including payment methods and invoices. - Can buy and manage licenses but cannot make system-wide changes. ***Limitations:*** Billing Admins do not have access to broader administrative tasks related to user management, security, or overall system configuration.
Your company has a Microsoft Office 365 subscription. As an administrator for this subscription, you have been tasked with acquiring added licenses. You do, however, need to be assigned the necessary admin role who has the highest level of permissions in Microsoft 365, with access to all administrative features. Which of the following are admin roles that could achieve your goal?;Billing Admin role;User Admin role;Global Admin role;Helpdesk Admin role;C;The key difference between the **Billing Admin** and **Global Admin** roles in Microsoft 365 lies in the scope of their permissions: (1). **Billing Admin**: - **Scope**: Focuses primarily on managing the financial aspects of the Microsoft 365 subscription. - **Responsibilities**: - Manages subscription plans, purchases, renewals, and cancellations. - Handles billing information, including payment methods and invoices. - Can buy and manage licenses but cannot make system-wide changes. - **Limitations**: Billing Admins do not have access to broader administrative tasks related to user management, security, or overall system configuration. (2). **Global Admin**: - **Scope**: Has the **highest level** of permissions in Microsoft 365, with access to all administrative features. - **Responsibilities**: - Manages all aspects of the Microsoft 365 environment, including users, security settings, licenses, billing, and global configurations. - Can assign other admin roles, reset passwords, and make any system-wide changes. - **Limitations**: 'None' the Global Admin role has unrestricted access to all admin functionalities across the organization. In summary, the **Billing Admin** handles the financial and subscription-related tasks, while the **Global Admin** has comprehensive control over all areas of Microsoft 365.
A retail company is planning to upgrade their Windows 7 point-of-sale terminals to Windows 10. You have been informed that the terminals should only be upgraded again after a minimum of five years. Your solution has to allow for the scheduling of upgrades and updates to be executed consistently for all devices, while also keeping costs to a minimum. Which of the following is the version of Windows you should upgrade to?;Windows 10 Home;Windows 10 Pro;Windows 10 Enterprise;Windows 10 Enterprise LTSC;D;Windows 10 Enterprise LTSC (Long-Term Servicing Channel) is designed for environments where periodic updates are not desirable, as it provides security and critical updates without the regular feature updates, making it cost-effective and suitable for point-of-sale devices that require long-term stability without frequent disruptions.
A retail company is planning to upgrade their Windows 7 point-of-sale terminals to Windows 10. You have been informed that the terminals should only be upgraded again after a minimum of five years. Your solution has to allow for the scheduling of upgrades and updates to be executed consistently for all devices, while also keeping costs to a minimum. Which of the following is the servicing tool that you should use?;Windows Autopilot;Windows Server Update Services;Microsoft Intune;Azure AD Connect;B;Windows Server Update Services (WSUS) is the most appropriate choice for managing updates in a centralized manner. It allows administrators to schedule and deploy updates as needed, ensuring that all devices remain secure and compliant without requiring additional costs associated with cloud services.
You need to consider the underlined segment to establish whether it is accurate. Your company has a Microsoft Office 365 subscription. As an administrator for this subscription, you want to check what the repercussions are if the availability terms of the Microsoft Office 365 services are not satisfied. You analyze the Service Level agreement. Select 'Applications that function without any specific or further access controls apart from Intune' if the underlined segment is accurate. If the underlined segment is inaccurate, select the accurate option.;Applications that function without any specific or further access controls apart from Intune;analyze the Microsoft Cloud agreement;access Data Governance;analyze the Microsoft Enterprise agreement;A;Applications that function without any specific or further access controls apart from Intune is indeed the correct assessment, as the existing Service Level Agreement (SLencompasses the terms and stipulations regarding service availability and performance commitments that Microsoft adheres to, and adjustments to your own agreements are not necessary unless there are specific compliance issues.
You have been tasked with deploying Microsoft Office to the company using a subscription-based licensing model. The version of Office you deploy should allow for Office application settings to be enforced via group policy. Solution: You deploy Office Professional Plus 2016. Does the solution meet the goal?;Yes;No;Not enough info;Ambiguous scenario;B;No, the deployment of Office Professional Plus 2016 does not comply with the requirement for a subscription-based model that allows for group policy enforcement. A suitable alternative would be Office 365 ProPlus or Microsoft 365 Apps for Enterprise, as these versions are designed for enterprise environments with subscription licensing and support group policy configurations.
You have been tasked with deploying Microsoft Office to the company using a subscription-based licensing model. The version of Office you deploy should allow for Office application settings to be enforced via group policy. Solution: You deploy Office Home and Business 2016. Does the solution meet the goal?;Yes;No;Not enough info;Ambiguous scenario;B;No, deploying Office Home and Business 2016 (Which btw, Home & Business 'should be interpreted as "Home & Start-Up"') also does not satisfy the requirement as it is a traditional one-time purchase version rather than a subscription-based model. Only a version such as Office 365 ProPlus or Microsoft 365 Apps for Enterprise supports the necessary group policy configurations.
You have been tasked with deploying Microsoft Office to the company using a subscription-based licensing model. The version of Office you deploy should allow for Office application settings to be enforced via group policy. Solution: You deploy Office 365 ProPlus. Does the solution meet the goal?;Yes;No;Not enough info;Ambiguous scenario;A;Yes, deploying Office 365 ProPlus meets the criteria as it is designed specifically for enterprise usage within a subscription framework, allowing organizations to enforce various Office application settings through group policy effectively.
Your company has a Microsoft Office 365 subscription. As an administrator for this subscription, you have been tasked with assigning Microsoft 365 licenses to users in a department where audio-conferencing is not required. The department does, however, require office desktop products to complete tasks. Which of the following is the license that would help you achieve this?;Office 365 ProPlus;Microsoft 365 E1;Office 365 E3;Office 365 E5;C;The Microsoft 365 E3 license would be the best option, as it includes full desktop versions of Office applications while not including features such as audio conferencing, which are unnecessary for the department's functions.
Your company has a Microsoft Office 365 subscription. As an administrator for this subscription, you have been tasked with assigning Microsoft 365 licenses for a department where users need to collaborate with other users and also check their job schedules on a weekly basis. The department does not, however, require office desktop products to complete tasks. Which of the following is the license that would help you achieve this?;Office 365 F1;Microsoft 365 E1;Office 365 E3;Office 365 E5;A;Office 365 F1 is appropriate for this department's needs, as it provides online productivity tools and collaboration capabilities through cloud-based services, allowing users to check schedules and communicate effectively without needing the full desktop applications.
You need to identify which Microsoft platform provides hybrid capabilities for migrating from an on-premises deployment of email and calendaring systems. Which platform provides hybrid capabilities for migration?;Microsoft Skype for Business;Microsoft Yammer;Microsoft Exchange;Microsoft Teams;C;Microsoft Exchange provides hybrid capabilities, allowing organizations to integrate their on-premises Exchange environments with Exchange Online. This hybrid setup enables a seamless migration path for email and calendaring systems, maintaining user experience and functionality throughout the transition to the cloud.
You are tasked with migrating your organization's collaboration and communication tools from an on-premises solution. Which Microsoft platform provides hybrid capabilities for a seamless transition?;Microsoft Skype for Business;Microsoft Yammer;Microsoft Exchange;Microsoft Teams;D;Microsoft Teams supports hybrid deployment by allowing integration between existing on-premises communication systems and cloud-based Teams services. This hybrid approach ensures minimal disruption during migration, allowing continued collaboration and communication while transitioning to a fully cloud-based environment. In addition, ensures that collaboration and communication tools are accessible both during and after the migration, which is not something Skype for Business, Yammer, or Exchange can fully support in the same way. Also, Skype for Business used to be a popular communication tool, but it has been gradually replaced by Teams as the primary communication platform. Skype for Business provided instant messaging, voice, and video communication, but its hybrid deployment options are more limited compared to Teams. Microsoft has encouraged organizations to migrate from Skype for Business to Teams, as it lacks the comprehensive, modern integration capabilities of Teams.
A company is moving to Microsoft Azure. Some applications cannot be moved. You need to identify which applications will remain in a hybrid environment after the migration. Which applications will remain in a hybrid environment?;applications that manage sensitive information;applications that use a USB-token device to control access;legacy applications that use a message-based interface;a new server that runs several line-of-business applications;B;The applications that use a USB-token device to control access are typically better suited to a hybrid model due to their reliance on hardware components.
Microsoft cloud services offer significant energy savings for Microsoft and its customers.;Yes;No;Not enough info;Impossible juse case;A;Microsoft cloud services offer significant energy savings for Microsoft and its customers as per the referenced many studies on clean-energies and computer processing sharing between shared tenants (clean energy-grid).
You are the Microsoft 365 administrator for a company. You must provide infrastructure recommendations. All proposed solutions must minimize costs. You need to identify the appropriate cloud model for the given scenarios of failover and sandbox practice. Which cloud models should you use?;Provide an on-demand sandbox environment (Public);Provide failover capabilities between resources that you manage and resources in other regions (Public);Deploy virtual machines that support USB devices (Hybrid);Not enough info;A;The public cloud is best for on-demand sandboxes and failover, while hybrid supports USB devices.
You are the Microsoft 365 administrator for a company. The company runs SharePoint Server and Exchange Server in an on-premises datacenter. The site collection for the finance department is currently encrypted using third-party software. You need to move as many services to Microsoft 365 as possible. What should you do?;Migrate all SharePoint data and Exchange mailboxes to Microsoft 365;Leave SharePoint data for finance department users on-premises. Migrate all other SharePoint data and Exchange mailboxes to Microsoft 365;Leave mailboxes for finance department users on-premises. Migrate all other SharePoint data and Exchange mailboxes to Microsoft 365;Leave SharePoint data and mailboxes for finance department users on-premises. Migrate all other SharePoint data and Exchange mailboxes to Microsoft 365;A;The best approach is migrating all data to Microsoft 365.
A company has an Exchange Server environment. The company plans to migrate to the cloud. You need to recommend a cloud model that meets the following requirements: upgrade the existing email environment and minimize server and application maintenance. Which model should you recommend?;Platform as a service (PaaS);Windows as a service (WaaS);Software as a service (SaaS);Infrastructure as a service (IaaS);C;SaaS minimizes server and application maintenance by outsourcing responsibility to Microsoft.
You are the Azure administrator for a company. The company uses only Platform as a Service (PaaS). You need to identify which solution components Microsoft must manage and which solution components your IT staff must manage.;Applications & their data;Operating systems;Storage;Network;A;Microsoft manages operating systems and storage in PaaS models, while IT staff manage applications and data.
